TransactionID,CustomerID,Age,Gender,Location,StoreID,OnlineOrderFlag,ProductID,ProductName,Category,Quantity,UnitPrice,TotalPrice,PaymentType,PromotionApplied,DiscountAmount,GiftWrap,ShippingMethod,DeliveryTime,Weather,Event,CustomerSatisfaction,ReturnFlag,DateTime,Profit,Year,Month,Day,AgeGroup
11,302,50,Female,City_13,47.0,False,670,Toys_Product,Toys,5,91.87703585,459.3851792,Debit Card,False,0.0,False,Unknown,3.0042451088962716,Rainy,Christmas Market,4,True,2019-12-06 18:02:36,459.3851792,2019,12,6,46-60
12,300,51,Other,City_13,-1.0,True,755,Decorations_Product,Decorations,1,26.89912172,26.89912172,Online Payment,False,0.0,True,Express,3.0,Sunny,Christmas Market,5,False,2021-11-11 07:42:19,26.89912172,2021,11,11,46-60
13,175,20,Male,City_15,-1.0,True,95,Electronics_Product,Electronics,3,48.97453114,146.9235934,Credit Card,False,14.69235934,False,Express,3.0,Rainy,Black Friday,4,False,2022-11-04 06:54:03,132.23123406,2022,11,4,18-30
14,417,62,Female,City_5,38.0,False,460,Decorations_Product,Decorations,1,80.48414429,80.48414429,Debit Card,True,0.0,True,Unknown,3.0042451088962716,Snowy,Christmas Market,4,True,2020-11-07 19:24:07,80.48414429,2020,11,7,60+
15,231,66,Female,City_11,-1.0,True,609,Electronics_Product,Electronics,3,37.22133377,111.6640013,Debit Card,True,0.0,True,Standard,5.0,Rainy,Christmas Market,3,True,2018-12-28 21:28:34,111.6640013,2018,12,28,60+
16,216,51,Male,City_2,-1.0,True,540,Electronics_Product,Electronics,2,92.89284394,185.7856879,Credit Card,True,0.0,False,Standard,2.0,Sunny,None,2,False,2018-12-24 23:42:29,185.7856879,2018,12,24,46-60
17,447,23,Other,City_17,-1.0,True,346,Clothing_Product,Clothing,1,47.16863787,47.16863787,Cash,False,0.0,False,Express,3.0,Rainy,Christmas Market,1,True,2019-12-20 07:56:53,47.16863787,2019,12,20,18-30
18,60,44,Other,City_20,-1.0,True,488,Toys_Product,Toys,1,91.25614092,91.25614092,Debit Card,False,0.0,False,Express,5.0,Rainy,None,1,False,2021-11-11 13:37:18,91.25614092,2021,11,11,31-45
19,450,52,Other,City_14,98.0,False,332,Decorations_Product,Decorations,3,20.88022516,62.64067547,Online Payment,True,0.0,True,Unknown,3.0042451088962716,Rainy,Christmas Market,5,False,2018-12-13 20:42:36,62.64067547,2018,12,13,46-60
20,75,52,Female,City_2,69.0,False,267,Toys_Product,Toys,4,82.67500774,330.700031,Credit Card,True,33.0700031,True,Unknown,3.0042451088962716,Rainy,Black Friday,2,False,2020-12-29 15:39:25,297.6300279,2020,12,29,46-60
21,315,37,Female,City_10,-1.0,True,722,Decorations_Product,Decorations,2,48.9819344,97.96386881,Debit Card,False,0.0,False,Overnight,3.0,Sunny,Christmas Market,3,True,2022-12-24 06:52:48,97.96386881,2022,12,24,31-45
22,295,27,Female,City_3,64.0,False,138,Clothing_Product,Clothing,4,20.70010309,82.80041237,Cash,True,8.280041237,False,Unknown,3.0042451088962716,Rainy,Black Friday,4,False,2018-11-28 10:46:14,74.520371133,2018,11,28,18-30
23,354,44,Male,City_10,-1.0,True,526,Food_Product,Food,3,36.72797537,110.1839261,Credit Card,False,11.01839261,True,Standard,5.0,Sunny,Black Friday,2,False,2020-12-27 10:13:37,99.16553349,2020,12,27,31-45
24,170,27,Female,City_12,61.0,False,521,Electronics_Product,Electronics,3,20.34166296,61.02498889,Online Payment,False,0.0,True,Unknown,3.0042451088962716,Rainy,None,2,True,2019-11-18 07:53:01,61.02498889,2019,11,18,18-30
25,154,56,Other,City_16,-1.0,True,251,Clothing_Product,Clothing,3,16.15314336,48.45943008,Credit Card,False,4.845943008,False,Express,5.0,Sunny,Black Friday,3,False,2023-11-30 12:40:35,43.613487072,2023,11,30,46-60
26,113,18,Male,City_9,30.0,False,648,Decorations_Product,Decorations,2,29.32995627,58.65991254,Credit Card,False,5.865991254,True,Unknown,3.0042451088962716,Snowy,Black Friday,2,False,2018-12-24 22:31:32,52.793921286,2018,12,24,18-30
27,19,35,Male,City_20,-1.0,True,696,Decorations_Product,Decorations,2,41.35014224,82.70028448,Credit Card,True,0.0,False,Overnight,1.0,Snowy,None,1,True,2021-12-06 08:22:32,82.70028448,2021,12,6,31-45
28,52,51,Male,City_6,76.0,False,917,Electronics_Product,Electronics,2,18.30060647,36.60121294,Credit Card,True,3.660121294,True,Unknown,3.0042451088962716,Rainy,Black Friday,4,True,2019-12-03 04:22:11,32.941091646000004,2019,12,3,46-60
29,97,55,Other,City_8,-1.0,True,237,Toys_Product,Toys,4,42.40679013,169.6271605,Credit Card,True,0.0,True,Express,2.0,Snowy,Christmas Market,3,True,2022-12-05 14:51:45,169.6271605,2022,12,5,46-60
30,163,61,Male,City_9,8.0,False,605,Food_Product,Food,3,55.86502778,167.5950833,Cash,False,16.75950833,False,Unknown,3.0042451088962716,Snowy,Black Friday,1,False,2021-11-23 06:19:53,150.83557497,2021,11,23,60+
31,497,54,Other,City_13,38.0,False,866,Decorations_Product,Decorations,2,35.49895959,70.99791918,Cash,True,0.0,False,Unknown,3.0042451088962716,Sunny,None,5,True,2018-12-20 07:34:07,70.99791918,2018,12,20,46-60
32,393,41,Female,City_9,-1.0,True,618,Clothing_Product,Clothing,2,23.48797244,46.97594489,Cash,False,0.0,True,Overnight,1.0,Snowy,Christmas Market,4,True,2020-12-23 20:20:04,46.97594489,2020,12,23,31-45
33,26,54,Other,City_12,-1.0,True,318,Clothing_Product,Clothing,5,24.39762872,121.9881436,Online Payment,False,12.19881436,True,Overnight,4.0,Sunny,Black Friday,3,True,2023-12-05 11:05:37,109.78932924,2023,12,5,46-60
34,215,24,Male,City_2,73.0,False,427,Decorations_Product,Decorations,5,66.24160918,331.2080459,Cash,False,0.0,True,Unknown,3.0042451088962716,Sunny,Christmas Market,1,True,2018-11-07 05:25:36,331.2080459,2018,11,7,18-30
35,179,67,Male,City_7,-1.0,True,813,Clothing_Product,Clothing,1,91.73863572,91.73863572,Credit Card,True,0.0,False,Express,3.0,Rainy,Christmas Market,5,True,2019-11-15 00:36:50,91.73863572,2019,11,15,60+
36,377,28,Male,City_9,-1.0,True,718,Electronics_Product,Electronics,3,20.08620872,60.25862617,Debit Card,True,0.0,False,Express,3.0,Snowy,Christmas Market,1,True,2018-11-11 08:01:19,60.25862617,2018,11,11,18-30
37,177,69,Other,City_9,-1.0,True,228,Electronics_Product,Electronics,3,44.43614065,133.308422,Online Payment,True,0.0,False,Standard,5.0,Sunny,Christmas Market,3,True,2018-12-19 22:23:31,133.308422,2018,12,19,60+
38,168,54,Other,City_9,-1.0,True,924,Electronics_Product,Electronics,5,74.09690773,370.4845387,Credit Card,False,0.0,True,Standard,3.0,Sunny,Christmas Market,5,True,2022-11-17 02:29:20,370.4845387,2022,11,17,46-60
39,184,39,Female,City_13,-1.0,True,513,Food_Product,Food,5,31.61629973,158.0814987,Debit Card,True,15.80814987,False,Express,5.0,Sunny,Black Friday,4,False,2022-12-18 15:59:43,142.27334883,2022,12,18,31-45
40,288,45,Other,City_4,20.0,False,146,Clothing_Product,Clothing,2,18.43094789,36.86189577,Debit Card,False,0.0,True,Unknown,3.0042451088962716,Sunny,None,3,True,2019-11-17 21:27:08,36.86189577,2019,11,17,46-60
41,359,62,Other,City_6,-1.0,True,122,Food_Product,Food,2,93.32665645,186.6533129,Cash,True,0.0,False,Express,5.0,Rainy,None,2,True,2021-12-21 22:09:55,186.6533129,2021,12,21,60+
42,204,59,Male,City_7,-1.0,True,68,Food_Product,Food,4,57.36855054,229.4742022,Debit Card,True,0.0,False,Overnight,1.0,Sunny,None,2,False,2021-12-22 10:32:38,229.4742022,2021,12,22,46-60
43,15,42,Female,City_7,-1.0,True,171,Electronics_Product,Electronics,3,77.62282233,232.868467,Cash,True,0.0,True,Overnight,4.0,Sunny,None,3,False,2023-11-16 23:47:12,232.868467,2023,11,16,31-45
44,292,34,Other,City_9,-1.0,True,759,Decorations_Product,Decorations,4,87.60777349,350.431094,Debit Card,False,0.0,False,Standard,4.0,Sunny,None,1,True,2020-11-04 23:17:32,350.431094,2020,11,4,31-45
45,292,42,Female,City_6,-1.0,True,793,Clothing_Product,Clothing,3,32.9962309,98.98869269,Online Payment,False,9.898869269,True,Express,5.0,Rainy,Black Friday,3,True,2019-11-12 10:56:53,89.08982342099999,2019,11,12,31-45
46,13,23,Other,City_5,-1.0,True,968,Electronics_Product,Electronics,5,85.11299226,425.5649613,Credit Card,False,0.0,True,Express,1.0,Rainy,None,3,False,2019-12-24 07:05:00,425.5649613,2019,12,24,18-30
47,317,69,Female,City_2,-1.0,True,348,Clothing_Product,Clothing,3,87.58882257,262.7664677,Cash,False,0.0,False,Standard,1.0,Rainy,Christmas Market,5,False,2020-11-03 15:15:54,262.7664677,2020,11,3,60+
48,448,33,Male,City_5,-1.0,True,722,Electronics_Product,Electronics,2,67.92499783,135.8499957,Online Payment,True,0.0,True,Overnight,4.0,Snowy,Christmas Market,4,True,2022-11-22 15:39:48,135.8499957,2022,11,22,31-45
49,333,57,Other,City_6,91.0,False,525,Electronics_Product,Electronics,4,99.89468474,399.5787389,Cash,True,0.0,False,Unknown,3.0042451088962716,Snowy,None,5,False,2019-11-30 09:16:06,399.5787389,2019,11,30,46-60
50,403,28,Female,City_7,-1.0,True,2,Clothing_Product,Clothing,1,27.79030372,27.79030372,Debit Card,True,0.0,True,Express,3.0,Rainy,None,2,False,2019-12-15 13:06:29,27.79030372,2019,12,15,18-30
51,144,68,Female,City_1,6.0,False,576,Toys_Product,Toys,2,91.28600953,182.5720191,Debit Card,False,18.25720191,False,Unknown,3.0042451088962716,Sunny,Black Friday,2,True,2018-11-22 19:54:29,164.31481719,2018,11,22,60+
52,166,37,Male,City_2,-1.0,True,898,Clothing_Product,Clothing,1,89.65107189,89.65107189,Debit Card,True,0.0,True,Express,5.0,Rainy,Christmas Market,4,True,2023-12-16 03:31:45,89.65107189,2023,12,16,31-45
53,50,57,Other,City_1,-1.0,True,559,Food_Product,Food,1,43.66667685,43.66667685,Credit Card,False,0.0,True,Express,1.0,Rainy,Christmas Market,1,False,2022-12-27 05:37:17,43.66667685,2022,12,27,46-60
54,419,22,Other,City_2,-1.0,True,704,Electronics_Product,Electronics,2,92.30535408,184.6107082,Debit Card,True,18.46107082,False,Standard,1.0,Snowy,Black Friday,2,True,2020-12-26 14:26:59,166.14963738,2020,12,26,18-30
55,455,66,Other,City_18,-1.0,True,399,Decorations_Product,Decorations,5,31.4878916,157.439458,Cash,False,0.0,False,Overnight,1.0,Snowy,Christmas Market,4,False,2022-11-04 02:55:40,157.439458,2022,11,4,60+
56,64,36,Other,City_18,34.0,False,912,Toys_Product,Toys,3,45.080534,135.241602,Debit Card,False,13.5241602,True,Unknown,3.0042451088962716,Snowy,Black Friday,4,True,2021-12-15 16:56:39,121.7174418,2021,12,15,31-45
57,130,57,Male,City_6,-1.0,True,95,Decorations_Product,Decorations,2,24.43791828,48.87583656,Credit Card,True,0.0,False,Express,1.0,Sunny,None,1,True,2019-11-22 17:25:03,48.87583656,2019,11,22,46-60
58,167,47,Other,City_10,-1.0,True,51,Decorations_Product,Decorations,1,93.89029546,93.89029546,Online Payment,False,0.0,False,Overnight,1.0,Snowy,None,4,False,2023-12-24 04:41:47,93.89029546,2023,12,24,46-60
59,253,34,Other,City_15,77.0,False,492,Electronics_Product,Electronics,2,65.86888123,131.7377625,Cash,True,0.0,True,Unknown,3.0042451088962716,Snowy,None,5,False,2021-12-30 03:58:38,131.7377625,2021,12,30,31-45
60,283,31,Other,City_20,7.0,False,433,Electronics_Product,Electronics,1,19.96229443,19.96229443,Debit Card,True,0.0,False,Unknown,3.0042451088962716,Sunny,None,4,False,2020-12-13 14:00:12,19.96229443,2020,12,13,31-45
61,289,18,Male,City_6,22.0,False,420,Electronics_Product,Electronics,1,24.24178761,24.24178761,Cash,False,2.424178761,True,Unknown,3.0042451088962716,Snowy,Black Friday,1,True,2018-11-26 04:35:13,21.817608849,2018,11,26,18-30
62,292,46,Female,City_13,-1.0,True,641,Decorations_Product,Decorations,2,52.29007831,104.5801566,Debit Card,True,0.0,True,Overnight,2.0,Sunny,None,5,False,2023-11-12 04:33:59,104.5801566,2023,11,12,46-60
63,191,33,Female,City_10,-1.0,True,648,Clothing_Product,Clothing,5,56.26043398,281.3021699,Debit Card,False,0.0,False,Overnight,5.0,Snowy,Christmas Market,3,True,2018-11-02 21:49:14,281.3021699,2018,11,2,31-45
64,401,55,Female,City_12,72.0,False,480,Electronics_Product,Electronics,2,80.86359592,161.7271918,Credit Card,True,16.17271918,True,Unknown,3.0042451088962716,Sunny,Black Friday,4,False,2020-12-30 14:51:11,145.55447262,2020,12,30,46-60
65,172,69,Female,City_9,-1.0,True,801,Decorations_Product,Decorations,3,10.86556328,32.59668985,Debit Card,True,3.259668985,True,Standard,3.0,Snowy,Black Friday,1,False,2022-11-25 14:10:24,29.337020864999996,2022,11,25,60+
66,380,23,Other,City_12,43.0,False,454,Toys_Product,Toys,5,96.33759319,481.687966,Debit Card,True,0.0,True,Unknown,3.0042451088962716,Sunny,None,5,True,2021-11-07 21:35:09,481.687966,2021,11,7,18-30
67,273,57,Other,City_2,29.0,False,313,Decorations_Product,Decorations,2,29.16293855,58.3258771,Cash,False,0.0,False,Unknown,3.0042451088962716,Snowy,None,3,True,2019-12-26 16:35:32,58.3258771,2019,12,26,46-60
68,497,66,Other,City_2,-1.0,True,670,Clothing_Product,Clothing,4,68.75242368,275.0096947,Debit Card,False,27.50096947,False,Express,1.0,Rainy,Black Friday,5,True,2020-12-24 13:07:28,247.50872523,2020,12,24,60+
69,57,44,Female,City_13,19.0,False,280,Decorations_Product,Decorations,1,83.70982419,83.70982419,Credit Card,True,0.0,True,Unknown,3.0042451088962716,Rainy,Christmas Market,1,True,2020-12-26 07:11:08,83.70982419,2020,12,26,31-45
70,337,48,Other,City_2,35.0,False,492,Electronics_Product,Electronics,4,34.53250357,138.1300143,Online Payment,True,0.0,False,Unknown,3.0042451088962716,Snowy,None,4,True,2020-12-09 02:36:57,138.1300143,2020,12,9,46-60
71,43,49,Male,City_11,-1.0,True,479,Toys_Product,Toys,4,45.03339629,180.1335852,Cash,False,0.0,True,Overnight,5.0,Sunny,None,5,True,2021-12-22 14:00:15,180.1335852,2021,12,22,46-60
72,137,62,Male,City_16,-1.0,True,261,Toys_Product,Toys,1,12.65823407,12.65823407,Online Payment,False,1.265823407,True,Standard,3.0,Rainy,Black Friday,2,False,2023-12-16 06:09:54,11.392410663,2023,12,16,60+
73,13,35,Other,City_20,-1.0,True,95,Clothing_Product,Clothing,3,75.31099581,225.9329874,Debit Card,True,0.0,False,Overnight,4.0,Rainy,Christmas Market,3,False,2020-11-06 21:51:54,225.9329874,2020,11,6,31-45
74,379,54,Female,City_15,-1.0,True,535,Toys_Product,Toys,1,98.40516391,98.40516391,Cash,True,0.0,True,Overnight,4.0,Sunny,Christmas Market,4,False,2018-11-16 23:00:26,98.40516391,2018,11,16,46-60
75,370,39,Male,City_7,3.0,False,947,Electronics_Product,Electronics,5,10.49416744,52.47083721,Cash,False,0.0,True,Unknown,3.0042451088962716,Rainy,None,3,False,2019-12-18 07:40:51,52.47083721,2019,12,18,31-45
76,246,25,Other,City_6,-1.0,True,21,Food_Product,Food,3,66.63749009,199.9124703,Credit Card,False,19.99124703,True,Express,2.0,Snowy,Black Friday,2,True,2018-12-08 14:51:39,179.92122326999998,2018,12,8,18-30
77,20,53,Male,City_3,-1.0,True,368,Clothing_Product,Clothing,2,58.06705248,116.134105,Credit Card,False,11.6134105,True,Express,5.0,Snowy,Black Friday,4,False,2021-12-12 18:11:23,104.5206945,2021,12,12,46-60
78,309,53,Male,City_14,36.0,False,948,Decorations_Product,Decorations,2,67.75525431,135.5105086,Cash,True,0.0,True,Unknown,3.0042451088962716,Snowy,None,4,True,2022-12-03 11:57:27,135.5105086,2022,12,3,46-60
79,176,30,Female,City_15,36.0,False,280,Clothing_Product,Clothing,5,73.71695045,368.5847522,Cash,True,36.85847522,False,Unknown,3.0042451088962716,Sunny,Black Friday,3,False,2020-12-24 06:13:16,331.72627698,2020,12,24,31-45
80,457,26,Female,City_10,-1.0,True,704,Electronics_Product,Electronics,5,36.96888543,184.8444271,Online Payment,False,0.0,True,Express,3.0,Sunny,None,5,False,2021-11-17 22:45:30,184.8444271,2021,11,17,18-30
81,395,66,Male,City_1,87.0,False,162,Clothing_Product,Clothing,3,79.68374049,239.0512215,Credit Card,False,23.90512215,True,Unknown,3.0042451088962716,Rainy,Black Friday,2,True,2022-12-11 09:24:45,215.14609935,2022,12,11,60+
82,141,19,Male,City_19,98.0,False,403,Food_Product,Food,1,63.44909304,63.44909304,Debit Card,True,6.344909304,True,Unknown,3.0042451088962716,Sunny,Black Friday,1,False,2018-11-27 13:19:34,57.104183736,2018,11,27,18-30
83,424,40,Other,City_7,-1.0,True,514,Electronics_Product,Electronics,3,10.90445886,32.71337658,Cash,False,3.271337658,True,Express,2.0,Rainy,Black Friday,3,False,2022-12-25 10:32:35,29.442038922000002,2022,12,25,31-45
84,285,57,Male,City_11,-1.0,True,42,Clothing_Product,Clothing,1,18.37414743,18.37414743,Online Payment,True,1.837414743,True,Overnight,4.0,Sunny,Black Friday,4,False,2022-12-14 13:03:36,16.536732687,2022,12,14,46-60
85,88,51,Male,City_1,-1.0,True,702,Electronics_Product,Electronics,2,69.03197538,138.0639508,Credit Card,True,0.0,False,Overnight,2.0,Snowy,Christmas Market,2,False,2018-11-04 22:29:10,138.0639508,2018,11,4,46-60
86,88,39,Male,City_18,34.0,False,154,Toys_Product,Toys,4,59.31072414,237.2428966,Online Payment,False,0.0,False,Unknown,3.0042451088962716,Rainy,Christmas Market,4,False,2020-12-08 15:16:24,237.2428966,2020,12,8,31-45
87,266,19,Female,City_10,28.0,False,877,Electronics_Product,Electronics,3,52.21764115,156.6529234,Credit Card,False,15.66529234,True,Unknown,3.0042451088962716,Snowy,Black Friday,2,True,2018-12-09 07:29:05,140.98763105999998,2018,12,9,18-30
88,271,29,Other,City_11,53.0,False,572,Clothing_Product,Clothing,2,13.13791576,26.27583152,Debit Card,False,0.0,True,Unknown,3.0042451088962716,Snowy,Christmas Market,1,False,2019-11-21 11:41:50,26.27583152,2019,11,21,18-30
89,197,32,Female,City_6,-1.0,True,895,Electronics_Product,Electronics,4,85.0671237,340.2684948,Cash,True,34.02684948,True,Express,2.0,Rainy,Black Friday,4,False,2023-11-26 08:29:29,306.24164532,2023,11,26,31-45
90,155,49,Other,City_17,51.0,False,509,Electronics_Product,Electronics,3,85.37423841,256.1227152,Credit Card,True,25.61227152,True,Unknown,3.0042451088962716,Sunny,Black Friday,5,False,2023-11-30 19:59:52,230.51044368,2023,11,30,46-60
91,483,70,Other,City_15,71.0,False,210,Electronics_Product,Electronics,2,75.4986668,150.9973336,Cash,False,15.09973336,True,Unknown,3.0042451088962716,Sunny,Black Friday,3,False,2018-11-18 07:08:11,135.89760024,2018,11,18,60+
92,454,62,Other,City_20,-1.0,True,494,Toys_Product,Toys,4,39.94097245,159.7638898,Online Payment,True,0.0,False,Standard,3.0,Snowy,None,4,True,2022-11-08 04:44:30,159.7638898,2022,11,8,60+
93,53,32,Other,City_12,-1.0,True,914,Decorations_Product,Decorations,2,93.49003467,186.9800693,Credit Card,False,18.69800693,True,Standard,2.0,Sunny,Black Friday,3,False,2023-11-07 06:45:18,168.28206237,2023,11,7,31-45
94,113,33,Male,City_9,3.0,False,364,Electronics_Product,Electronics,1,68.45961504,68.45961504,Online Payment,True,0.0,False,Unknown,3.0042451088962716,Snowy,None,5,True,2020-11-11 17:13:30,68.45961504,2020,11,11,31-45
95,411,40,Female,City_16,48.0,False,615,Food_Product,Food,1,64.58862125,64.58862125,Cash,False,6.458862125,False,Unknown,3.0042451088962716,Sunny,Black Friday,4,False,2022-12-17 17:36:27,58.12975912500001,2022,12,17,31-45
96,464,51,Female,City_5,8.0,False,488,Electronics_Product,Electronics,5,10.54388751,52.71943756,Cash,False,5.271943756,True,Unknown,3.0042451088962716,Snowy,Black Friday,2,False,2018-11-25 22:34:43,47.447493804000004,2018,11,25,46-60
97,475,23,Female,City_19,97.0,False,453,Clothing_Product,Clothing,5,67.63835772,338.1917886,Cash,True,0.0,True,Unknown,3.0042451088962716,Rainy,Christmas Market,2,False,2019-12-08 19:34:18,338.1917886,2019,12,8,18-30
98,176,69,Other,City_18,-1.0,True,792,Clothing_Product,Clothing,5,31.49499298,157.4749649,Credit Card,True,0.0,False,Standard,2.0,Snowy,Christmas Market,2,False,2022-12-18 11:37:18,157.4749649,2022,12,18,60+
99,9,69,Male,City_20,-1.0,True,936,Electronics_Product,Electronics,2,23.8755016,47.7510032,Cash,True,0.0,True,Overnight,4.0,Sunny,Christmas Market,5,True,2022-11-04 22:23:41,47.7510032,2022,11,4,60+
100,120,19,Other,City_8,70.0,False,13,Food_Product,Food,4,20.04152523,80.16610091,Debit Card,False,0.0,True,Unknown,3.0042451088962716,Snowy,Christmas Market,2,False,2022-11-03 03:58:24,80.16610091,2022,11,3,18-30
101,420,21,Male,City_6,-1.0,True,374,Decorations_Product,Decorations,1,82.22127485,82.22127485,Credit Card,False,8.222127485,False,Standard,3.0,Rainy,Black Friday,4,False,2023-12-03 22:30:28,73.999147365,2023,12,3,18-30
102,93,43,Other,City_18,30.0,False,209,Decorations_Product,Decorations,5,24.84182888,124.2091444,Online Payment,False,0.0,False,Unknown,3.0042451088962716,Sunny,None,1,False,2018-12-17 14:40:57,124.2091444,2018,12,17,31-45
103,266,21,Other,City_5,-1.0,True,776,Decorations_Product,Decorations,1,93.32794426,93.32794426,Cash,False,0.0,True,Standard,4.0,Sunny,Christmas Market,2,False,2021-12-28 12:54:24,93.32794426,2021,12,28,18-30
104,312,60,Other,City_4,63.0,False,379,Decorations_Product,Decorations,1,48.94546053,48.94546053,Cash,True,0.0,False,Unknown,3.0042451088962716,Rainy,Christmas Market,2,False,2018-12-06 14:00:32,48.94546053,2018,12,6,60+
105,285,22,Female,City_11,100.0,False,752,Decorations_Product,Decorations,5,60.92595975,304.6297987,Online Payment,True,0.0,True,Unknown,3.0042451088962716,Rainy,Christmas Market,2,False,2018-11-09 07:03:58,304.6297987,2018,11,9,18-30
106,3,64,Female,City_18,3.0,False,530,Decorations_Product,Decorations,1,58.36473136,58.36473136,Debit Card,False,5.836473136,False,Unknown,3.0042451088962716,Sunny,Black Friday,2,True,2018-12-30 20:54:50,52.528258224,2018,12,30,60+
107,358,30,Female,City_1,28.0,False,365,Electronics_Product,Electronics,2,26.57491349,53.14982698,Online Payment,True,5.314982698,False,Unknown,3.0042451088962716,Rainy,Black Friday,1,False,2020-12-31 10:26:56,47.834844282,2020,12,31,31-45
108,164,26,Other,City_9,64.0,False,485,Clothing_Product,Clothing,3,44.55040027,133.6512008,Cash,False,13.36512008,False,Unknown,3.0042451088962716,Sunny,Black Friday,5,False,2020-12-25 10:41:20,120.28608072,2020,12,25,18-30
109,161,41,Female,City_9,81.0,False,605,Food_Product,Food,2,52.42564792,104.8512958,Debit Card,True,0.0,True,Unknown,3.0042451088962716,Sunny,Christmas Market,3,True,2019-11-02 16:30:41,104.8512958,2019,11,2,31-45
110,417,26,Male,City_18,-1.0,True,176,Electronics_Product,Electronics,3,28.07287674,84.21863021,Debit Card,False,8.421863021,False,Standard,4.0,Rainy,Black Friday,5,False,2018-11-17 06:04:34,75.79676718900001,2018,11,17,18-30
111,471,63,Other,City_17,99.0,False,58,Toys_Product,Toys,1,90.03445467,90.03445467,Credit Card,True,0.0,True,Unknown,3.0042451088962716,Snowy,None,2,True,2018-12-20 15:18:23,90.03445467,2018,12,20,60+
112,401,36,Other,City_2,-1.0,True,73,Clothing_Product,Clothing,1,93.28315006,93.28315006,Debit Card,False,9.328315006,False,Standard,2.0,Sunny,Black Friday,2,False,2018-11-27 12:33:03,83.954835054,2018,11,27,31-45
113,305,47,Female,City_13,-1.0,True,434,Decorations_Product,Decorations,2,95.04972805,190.0994561,Online Payment,True,0.0,False,Overnight,1.0,Snowy,None,4,False,2022-11-20 23:58:09,190.0994561,2022,11,20,46-60
114,373,40,Female,City_13,-1.0,True,187,Toys_Product,Toys,5,15.40103189,77.00515944,Credit Card,True,7.700515944,False,Overnight,4.0,Snowy,Black Friday,2,False,2023-11-26 23:46:37,69.304643496,2023,11,26,31-45
115,226,44,Female,City_13,80.0,False,426,Decorations_Product,Decorations,1,93.87027142,93.87027142,Cash,False,0.0,True,Unknown,3.0042451088962716,Rainy,None,1,True,2023-11-05 07:51:53,93.87027142,2023,11,5,31-45
116,429,55,Male,City_16,55.0,False,838,Decorations_Product,Decorations,5,85.628004,428.14002,Online Payment,True,0.0,False,Unknown,3.0042451088962716,Rainy,None,2,False,2020-12-14 16:20:53,428.14002,2020,12,14,46-60
117,304,65,Other,City_10,-1.0,True,566,Electronics_Product,Electronics,4,16.80425209,67.21700837,Online Payment,False,0.0,True,Express,3.0,Snowy,Christmas Market,1,True,2019-12-31 10:01:42,67.21700837,2019,12,31,60+
